Fecha,Anio,Guia,Cliente,Origen,Destino,Tipo_Carga,Peso_kg,Distancia_km,Transportista,Costo_Flete,Dias_Entrega,Estado
2024-12-30,2024,GUI-8703,Comercial Andina SAC,Arequipa,Cusco,Maquinaria industrial,3181.5,398,Logistica Rapida SAC,2557.16,1,Entregado
2024-12-30,2024,GUI-8704,Grupo Industrial Lima,Tacna,Huancayo,Documentos y paqueteria,2308.89,1106,Logistica Rapida SAC,3049.13,3,En transito
2024-12-30,2024,GUI-8705,Minera Altiplano,Cusco,Trujillo,Documentos y paqueteria,1711.12,709,Rutas Continentales SAC,1944.62,1,Entregado
2024-12-31,2024,GUI-8706,Grupo Industrial Lima,Cusco,Huancayo,Carga general,2077.68,855,Transportes Andina SAC,2071.47,2,Entregado
2024-12-31,2024,GUI-8707,Textiles Peruanos SAC,Iquitos,Arequipa,Textiles,3636.16,420,Logistica Rapida SAC,2680.87,2,Entregado
2024-12-31,2024,GUI-8708,Distribuidora Central,Huancayo,Arequipa,Perecibles,4655.89,812,Envios del Sur EIRL,3274.65,3,Entregado
2024-12-31,2024,GUI-8709,Distribuidora Central,Iquitos,Tacna,Maquinaria industrial,1404.34,637,Envios del Sur EIRL,1495.79,2,Entregado
2024-12-31,2024,GUI-8710,Grupo Industrial Lima,Huancayo,Tacna,Electrodomesticos,2631.11,1126,Transportes Andina SAC,3805.78,3,Entregado
2024-12-31,2024,GUI-8711,Agroexportadora del Valle,Piura,Arequipa,Materiales de construccion,1409.63,373,Transportes Andina SAC,1153.28,1,En transito
2024-12-31,2024,GUI-8712,Constructora Norte,Trujillo,Huancayo,Documentos y paqueteria,338.88,374,Envios del Sur EIRL,629.53,2,Cancelado
2025-01-01,2025,GUI-8713,Minera Altiplano,Lima,Arequipa,Maquinaria industrial,366.72,953,Envios del Sur EIRL,1163.26,1,Entregado
2025-01-01,2025,GUI-8714,Agroexportadora del Valle,Arequipa,Huancayo,Refrigerado,2726.64,852,Rutas Continentales SAC,2522.23,2,Entregado
2025-01-01,2025,GUI-8715,Corporacion Metalica Peru,Arequipa,Lima,Maquinaria industrial,668.42,959,Kargia Flota Norte,2023.88,3,Entregado
2025-01-01,2025,GUI-8716,Industrias del Pacifico,Cusco,Huancayo,Documentos y paqueteria,4667.02,949,Logistica Rapida SAC,3470.2,1,Entregado
2025-01-01,2025,GUI-8717,Constructora Norte,Piura,Chiclayo,Documentos y paqueteria,540.88,465,TransPeru Cargo,913.54,1,Entregado
2025-01-01,2025,GUI-8718,Corporacion Metalica Peru,Arequipa,Trujillo,Perecibles,3080.55,638,Envios del Sur EIRL,1901.58,3,Entregado
2025-01-01,2025,GUI-8719,Constructora Norte,Huancayo,Lima,Electrodomesticos,1043.3,319,Logistica Rapida SAC,1289.49,2,Entregado
2025-01-01,2025,GUI-8720,Minera Altiplano,Tacna,Huancayo,Materiales de construccion,2584.34,1124,Transportes Andina SAC,2611.08,2,En transito
2025-01-01,2025,GUI-8721,Grupo Industrial Lima,Lima,Chiclayo,Materiales de construccion,1835.06,768,Rutas Continentales SAC,2559.6,2,Entregado
2025-01-01,2025,GUI-8722,Comercial Andina SAC,Trujillo,Huancayo,Documentos y paqueteria,819.45,385,Transportes Andina SAC,1058.34,1,Entregado
2025-01-01,2025,GUI-8723,Minera Altiplano,Chiclayo,Arequipa,Perecibles,1852.46,560,Rutas Continentales SAC,1818.58,1,Entregado
2025-01-02,2025,GUI-8724,Farmaceutica Nacional,Cusco,Huancayo,Maquinaria industrial,999.57,918,TransPeru Cargo,1318.71,2,Entregado
2025-01-02,2025,GUI-8725,Industrias del Pacifico,Arequipa,Huancayo,Perecibles,705.97,852,Kargia Flota Norte,1226.81,1,Entregado
2025-01-02,2025,GUI-8726,Comercial Andina SAC,Chiclayo,Huancayo,Perecibles,2431.98,515,TransPeru Cargo,2716.49,1,Entregado
2025-01-02,2025,GUI-8727,Comercial Andina SAC,Tacna,Trujillo,Refrigerado,982.98,872,Rutas Continentales SAC,1851.1,2,Entregado
2025-01-02,2025,GUI-8728,Agroexportadora del Valle,Ica,Cusco,Maquinaria industrial,3414.91,938,Envios del Sur EIRL,4481.24,3,Entregado
2025-01-02,2025,GUI-8729,Minera Altiplano,Ica,Chiclayo,Perecibles,436.59,603,Logistica Rapida SAC,1181.44,1,Entregado
2025-01-02,2025,GUI-8730,Farmaceutica Nacional,Lima,Iquitos,Refrigerado,3733.61,1081,Transportes Andina SAC,3572.7,2,Entregado
2025-01-03,2025,GUI-8731,Corporacion Metalica Peru,Cusco,Arequipa,Materiales de construccion,892.15,394,Rutas Continentales SAC,938.47,2,Entregado
2025-01-03,2025,GUI-8732,Comercial Andina SAC,Huancayo,Piura,Textiles,4175.3,847,Kargia Flota Norte,4229.47,1,Entregado
2025-01-03,2025,GUI-8733,Grupo Industrial Lima,Huancayo,Piura,Documentos y paqueteria,915.63,854,Kargia Flota Norte,1807.17,1,Entregado
2025-01-03,2025,GUI-8734,Agroexportadora del Valle,Huancayo,Iquitos,Perecibles,1641.46,848,TransPeru Cargo,1497.64,2,En transito
2025-01-03,2025,GUI-8735,Corporacion Metalica Peru,Ica,Chiclayo,Perecibles,483.01,555,Rutas Continentales SAC,1189.41,1,En transito
2025-01-03,2025,GUI-8736,Distribuidora Central,Iquitos,Chiclayo,Refrigerado,1560.77,537,Transportes Andina SAC,1264.65,1,Entregado
2025-01-04,2025,GUI-8737,Constructora Norte,Arequipa,Ica,Materiales de construccion,2785,845,Transportes Andina SAC,2214.62,3,Entregado
2025-01-04,2025,GUI-8738,Minera Altiplano,Piura,Lima,Perecibles,1346.59,1016,Rutas Continentales SAC,1449.58,3,En transito
2025-01-04,2025,GUI-8739,Farmaceutica Nacional,Huancayo,Ica,Electrodomesticos,1225.17,164,TransPeru Cargo,1307.35,2,Entregado
2025-01-04,2025,GUI-8740,Constructora Norte,Tacna,Cusco,Textiles,3566.73,544,Envios del Sur EIRL,3519.85,6,Retrasado
2025-01-04,2025,GUI-8741,Distribuidora Central,Piura,Cusco,Perecibles,3501.47,467,Envios del Sur EIRL,2962.74,1,Entregado
2025-01-04,2025,GUI-8742,Grupo Industrial Lima,Trujillo,Tacna,Textiles,4757.13,931,Envios del Sur EIRL,4720.34,2,Entregado
2025-01-04,2025,GUI-8743,Agroexportadora del Valle,Arequipa,Cusco,Materiales de construccion,2590.57,497,TransPeru Cargo,2463.56,1,Entregado
2025-01-04,2025,GUI-8744,Corporacion Metalica Peru,Lima,Piura,Carga general,3860.63,1015,TransPeru Cargo,5000.03,2,Entregado
2025-01-04,2025,GUI-8745,Comercial Andina SAC,Arequipa,Trujillo,Perecibles,802.34,685,TransPeru Cargo,1510.48,3,Entregado
2025-01-05,2025,GUI-8746,Minera Altiplano,Ica,Trujillo,Carga general,4500.12,409,Transportes Andina SAC,4230.26,1,Entregado
2025-01-05,2025,GUI-8747,Grupo Industrial Lima,Cusco,Piura,Materiales de construccion,628.03,506,TransPeru Cargo,750.43,2,Entregado
2025-01-05,2025,GUI-8748,Constructora Norte,Chiclayo,Trujillo,Maquinaria industrial,4112,445,TransPeru Cargo,3620.27,2,En transito
2025-01-05,2025,GUI-8749,Comercial Andina SAC,Ica,Arequipa,Documentos y paqueteria,2114.25,869,Transportes Andina SAC,2190.26,3,Entregado
2025-01-05,2025,GUI-8750,Corporacion Metalica Peru,Cusco,Piura,Maquinaria industrial,3912.22,455,Envios del Sur EIRL,2617.46,1,Entregado
2025-01-05,2025,GUI-8751,Agroexportadora del Valle,Ica,Lima,Maquinaria industrial,3310.12,255,TransPeru Cargo,2737.14,2,Entregado
2025-01-05,2025,GUI-8752,Agroexportadora del Valle,Arequipa,Lima,Refrigerado,4519.69,981,Envios del Sur EIRL,3651.69,3,Entregado
2025-01-05,2025,GUI-8753,Minera Altiplano,Lima,Ica,Maquinaria industrial,4431.31,249,TransPeru Cargo,3714.79,1,Entregado
2025-01-05,2025,GUI-8754,Industrias del Pacifico,Chiclayo,Tacna,Maquinaria industrial,2090.62,812,Kargia Flota Norte,3043.87,1,Entregado
2025-01-05,2025,GUI-8755,Grupo Industrial Lima,Tacna,Piura,Maquinaria industrial,2318.01,632,TransPeru Cargo,2239.3,1,Entregado
2025-01-05,2025,GUI-8756,Farmaceutica Nacional,Huancayo,Arequipa,Documentos y paqueteria,1146.62,800,Transportes Andina SAC,1659.18,3,Entregado
2025-01-05,2025,GUI-8757,Comercial Andina SAC,Trujillo,Arequipa,Materiales de construccion,3075.07,621,Envios del Sur EIRL,2405.75,2,Entregado
2025-01-06,2025,GUI-8758,Farmaceutica Nacional,Huancayo,Chiclayo,Maquinaria industrial,4743.21,614,TransPeru Cargo,4045.45,2,En transito
2025-01-06,2025,GUI-8759,Textiles Peruanos SAC,Piura,Iquitos,Electrodomesticos,3923.64,419,Rutas Continentales SAC,2069.2,2,Entregado
2025-01-06,2025,GUI-8760,Farmaceutica Nacional,Chiclayo,Cusco,Refrigerado,2925.47,608,Envios del Sur EIRL,3300.51,1,Entregado
2025-01-06,2025,GUI-8761,Farmaceutica Nacional,Tacna,Cusco,Perecibles,3489.05,589,Transportes Andina SAC,2734.17,1,Entregado
2025-01-06,2025,GUI-8762,Comercial Andina SAC,Trujillo,Piura,Documentos y paqueteria,4248.19,574,Transportes Andina SAC,2756.57,2,Entregado
2025-01-06,2025,GUI-8763,Corporacion Metalica Peru,Lima,Tacna,Textiles,2918.49,1235,Kargia Flota Norte,3334.11,3,En transito
2025-01-06,2025,GUI-8764,Distribuidora Central,Ica,Chiclayo,Textiles,1447.93,613,TransPeru Cargo,1676.29,1,Entregado
2025-01-06,2025,GUI-8765,Distribuidora Central,Tacna,Trujillo,Refrigerado,814.52,886,Rutas Continentales SAC,1600.76,2,Entregado
2025-01-06,2025,GUI-8766,Corporacion Metalica Peru,Huancayo,Lima,Materiales de construccion,3857.27,261,Rutas Continentales SAC,2769.64,2,Entregado
2025-01-06,2025,GUI-8767,Constructora Norte,Ica,Tacna,Materiales de construccion,4230.92,1149,Rutas Continentales SAC,4459.25,2,Entregado
2025-01-06,2025,GUI-8768,Farmaceutica Nacional,Huancayo,Cusco,Electrodomesticos,3990.13,860,Logistica Rapida SAC,4197.9,1,Entregado
2025-01-07,2025,GUI-8769,Textiles Peruanos SAC,Arequipa,Trujillo,Refrigerado,1212.68,592,Logistica Rapida SAC,1683.87,2,Entregado
2025-01-07,2025,GUI-8770,Constructora Norte,Tacna,Lima,Refrigerado,1826.79,1274,TransPeru Cargo,2612.92,2,Entregado
2025-01-07,2025,GUI-8771,Textiles Peruanos SAC,Huancayo,Lima,Electrodomesticos,1327.63,247,Kargia Flota Norte,952.68,1,Entregado
2025-01-07,2025,GUI-8772,Farmaceutica Nacional,Huancayo,Trujillo,Electrodomesticos,2692.32,419,Transportes Andina SAC,1992.54,5,Retrasado
2025-01-08,2025,GUI-8773,Farmaceutica Nacional,Lima,Cusco,Documentos y paqueteria,1993.32,1083,Transportes Andina SAC,2408.76,4,Entregado
2025-01-08,2025,GUI-8774,Farmaceutica Nacional,Arequipa,Trujillo,Electrodomesticos,3072.86,616,Transportes Andina SAC,3436.26,2,Entregado
2025-01-08,2025,GUI-8775,Industrias del Pacifico,Piura,Cusco,Refrigerado,4562,420,Kargia Flota Norte,3499.25,1,Entregado
2025-01-08,2025,GUI-8776,Comercial Andina SAC,Huancayo,Lima,Documentos y paqueteria,4588.59,298,Kargia Flota Norte,2469.52,2,Entregado
2025-01-08,2025,GUI-8777,Comercial Andina SAC,Tacna,Ica,Materiales de construccion,4196.92,1106,Logistica Rapida SAC,3476.78,3,Entregado
2025-01-08,2025,GUI-8778,Industrias del Pacifico,Iquitos,Piura,Materiales de construccion,4171.11,345,Envios del Sur EIRL,3590.61,1,Entregado
2025-01-08,2025,GUI-8779,Grupo Industrial Lima,Huancayo,Chiclayo,Materiales de construccion,3497.18,557,TransPeru Cargo,2416.24,2,Entregado
2025-01-08,2025,GUI-8780,Grupo Industrial Lima,Trujillo,Tacna,Refrigerado,2259.37,971,Rutas Continentales SAC,2236,3,Entregado
2025-01-08,2025,GUI-8781,Constructora Norte,Iquitos,Arequipa,Electrodomesticos,2958.16,410,Rutas Continentales SAC,1913.33,2,Entregado
2025-01-08,2025,GUI-8782,Grupo Industrial Lima,Ica,Huancayo,Perecibles,4649.36,143,Logistica Rapida SAC,2373.38,1,Entregado
2025-01-08,2025,GUI-8783,Comercial Andina SAC,Piura,Trujillo,Materiales de construccion,4002.48,616,Envios del Sur EIRL,2691.26,1,Entregado
2025-01-09,2025,GUI-8784,Distribuidora Central,Ica,Arequipa,Refrigerado,4275.36,855,Transportes Andina SAC,3678.13,1,Entregado
2025-01-09,2025,GUI-8785,Farmaceutica Nacional,Iquitos,Arequipa,Maquinaria industrial,600.53,374,Rutas Continentales SAC,905.49,1,Entregado
2025-01-09,2025,GUI-8786,Comercial Andina SAC,Piura,Trujillo,Materiales de construccion,1621.78,654,Logistica Rapida SAC,2529.95,3,Entregado
2025-01-09,2025,GUI-8787,Distribuidora Central,Arequipa,Tacna,Maquinaria industrial,830.47,603,TransPeru Cargo,1239.97,1,Entregado
2025-01-09,2025,GUI-8788,Grupo Industrial Lima,Tacna,Iquitos,Perecibles,1398.59,659,TransPeru Cargo,1810.16,3,Entregado
2025-01-09,2025,GUI-8789,Industrias del Pacifico,Iquitos,Tacna,Electrodomesticos,688.48,578,Kargia Flota Norte,1040.01,1,Entregado
2025-01-09,2025,GUI-8790,Distribuidora Central,Piura,Tacna,Textiles,2559.83,619,Envios del Sur EIRL,2376.97,1,Entregado
2025-01-09,2025,GUI-8791,Minera Altiplano,Lima,Chiclayo,Textiles,2447.93,765,Transportes Andina SAC,1787.08,2,Entregado
2025-01-09,2025,GUI-8792,Agroexportadora del Valle,Ica,Piura,Electrodomesticos,2335.54,793,Kargia Flota Norte,2798.29,1,Entregado
2025-01-09,2025,GUI-8793,Corporacion Metalica Peru,Lima,Lima,Electrodomesticos,1806.32,60,Kargia Flota Norte,978.92,1,Entregado
2025-01-09,2025,GUI-8794,Constructora Norte,Tacna,Ica,Materiales de construccion,2504.41,1118,Transportes Andina SAC,2585.26,3,Entregado
2025-01-09,2025,GUI-8795,Grupo Industrial Lima,Ica,Tacna,Carga general,1815.08,1104,Envios del Sur EIRL,3467.21,3,Entregado
2025-01-10,2025,GUI-8796,Constructora Norte,Trujillo,Lima,Maquinaria industrial,4343.58,560,Envios del Sur EIRL,3624.48,2,Entregado
2025-01-10,2025,GUI-8797,Agroexportadora del Valle,Chiclayo,Lima,Perecibles,4389.84,715,TransPeru Cargo,4074.52,2,En transito
2025-01-10,2025,GUI-8798,Textiles Peruanos SAC,Piura,Lima,Electrodomesticos,3672.08,937,Rutas Continentales SAC,4684.9,5,Retrasado
2025-01-10,2025,GUI-8799,Grupo Industrial Lima,Huancayo,Chiclayo,Maquinaria industrial,3574.5,551,Kargia Flota Norte,3755.74,1,Entregado
2025-01-10,2025,GUI-8800,Comercial Andina SAC,Tacna,Trujillo,Electrodomesticos,3530.46,908,Logistica Rapida SAC,2303.44,1,Entregado
2025-01-11,2025,GUI-8801,Farmaceutica Nacional,Trujillo,Lima,Refrigerado,2538.69,580,Kargia Flota Norte,2918.39,1,Entregado
2025-01-11,2025,GUI-8802,Agroexportadora del Valle,Tacna,Iquitos,Textiles,4326.66,591,Rutas Continentales SAC,3758.88,2,Entregado
2025-01-11,2025,GUI-8803,Grupo Industrial Lima,Cusco,Piura,Documentos y paqueteria,2719.3,427,TransPeru Cargo,1889.25,2,Entregado
2025-01-11,2025,GUI-8804,Corporacion Metalica Peru,Ica,Iquitos,Perecibles,1979.97,891,Kargia Flota Norte,2291.84,3,Entregado
2025-01-11,2025,GUI-8805,Grupo Industrial Lima,Arequipa,Ica,Documentos y paqueteria,2282.62,766,Logistica Rapida SAC,3070.21,2,Entregado
2025-01-11,2025,GUI-8806,Grupo Industrial Lima,Cusco,Ica,Electrodomesticos,4545.56,891,Rutas Continentales SAC,5324.43,1,Entregado
2025-01-11,2025,GUI-8807,Minera Altiplano,Lima,Tacna,Textiles,3589.47,1251,TransPeru Cargo,3582.97,2,Entregado
2025-01-12,2025,GUI-8808,Corporacion Metalica Peru,Ica,Tacna,Documentos y paqueteria,2516.17,1086,Envios del Sur EIRL,3636.44,2,En transito
2025-01-12,2025,GUI-8809,Industrias del Pacifico,Huancayo,Cusco,Perecibles,232.25,883,Logistica Rapida SAC,1458.58,2,Entregado
2025-01-12,2025,GUI-8810,Distribuidora Central,Trujillo,Tacna,Maquinaria industrial,2044.13,986,Logistica Rapida SAC,2232.91,1,Entregado
2025-01-12,2025,GUI-8811,Textiles Peruanos SAC,Huancayo,Arequipa,Maquinaria industrial,2499.45,841,Logistica Rapida SAC,3254.41,1,Entregado
2025-01-12,2025,GUI-8812,Farmaceutica Nacional,Huancayo,Chiclayo,Textiles,863.67,633,TransPeru Cargo,1142.17,2,Entregado
2025-01-12,2025,GUI-8813,Industrias del Pacifico,Tacna,Trujillo,Maquinaria industrial,3347.73,930,Kargia Flota Norte,4464.61,3,Entregado
2025-01-12,2025,GUI-8814,Comercial Andina SAC,Trujillo,Lima,Refrigerado,4201.63,596,Logistica Rapida SAC,3734.9,1,Entregado
2025-01-12,2025,GUI-8815,Constructora Norte,Cusco,Chiclayo,Textiles,4684.72,553,Transportes Andina SAC,2944.34,1,Entregado
2025-01-13,2025,GUI-8816,Textiles Peruanos SAC,Tacna,Piura,Carga general,992.99,635,Envios del Sur EIRL,1643.63,1,Entregado
2025-01-13,2025,GUI-8817,Minera Altiplano,Tacna,Trujillo,Materiales de construccion,820.96,948,Logistica Rapida SAC,2316.42,1,Entregado
2025-01-13,2025,GUI-8818,Agroexportadora del Valle,Iquitos,Tacna,Perecibles,4795.87,612,Rutas Continentales SAC,2742.65,2,Entregado
2025-01-13,2025,GUI-8819,Comercial Andina SAC,Iquitos,Lima,Electrodomesticos,3386.39,1081,Kargia Flota Norte,4042,3,Entregado
2025-01-13,2025,GUI-8820,Distribuidora Central,Ica,Cusco,Carga general,4068.55,907,Transportes Andina SAC,4275.34,2,Entregado
2025-01-13,2025,GUI-8821,Textiles Peruanos SAC,Piura,Cusco,Maquinaria industrial,1085.03,497,TransPeru Cargo,1560.09,2,Entregado
2025-01-14,2025,GUI-8822,Comercial Andina SAC,Huancayo,Chiclayo,Materiales de construccion,2517.41,547,Rutas Continentales SAC,2479.66,1,Entregado
2025-01-14,2025,GUI-8823,Distribuidora Central,Tacna,Ica,Documentos y paqueteria,2458.66,1075,Envios del Sur EIRL,3356,4,Entregado
2025-01-14,2025,GUI-8824,Constructora Norte,Tacna,Piura,Textiles,2050.6,703,Envios del Sur EIRL,1911.49,1,Entregado
2025-01-14,2025,GUI-8825,Textiles Peruanos SAC,Lima,Iquitos,Textiles,1006.28,973,Logistica Rapida SAC,1851.32,2,Entregado
2025-01-14,2025,GUI-8826,Textiles Peruanos SAC,Tacna,Cusco,Perecibles,2370.86,611,Kargia Flota Norte,1946.4,1,Entregado
2025-01-14,2025,GUI-8827,Corporacion Metalica Peru,Lima,Cusco,Electrodomesticos,2567.19,1092,Kargia Flota Norte,3567.88,2,En transito
2025-01-14,2025,GUI-8828,Minera Altiplano,Huancayo,Huancayo,Perecibles,3121.69,21,Logistica Rapida SAC,2444.59,2,Entregado
2025-01-14,2025,GUI-8829,Grupo Industrial Lima,Cusco,Cusco,Maquinaria industrial,3752.58,21,Transportes Andina SAC,2670.22,1,Entregado
2025-01-14,2025,GUI-8830,Corporacion Metalica Peru,Cusco,Trujillo,Electrodomesticos,1663.63,718,Kargia Flota Norte,1355.42,3,Entregado
2025-01-15,2025,GUI-8831,Grupo Industrial Lima,Chiclayo,Ica,Materiales de construccion,4190.25,618,Envios del Sur EIRL,4010.8,1,Entregado
2025-01-15,2025,GUI-8832,Comercial Andina SAC,Iquitos,Tacna,Documentos y paqueteria,2237.96,615,Kargia Flota Norte,1988.28,1,Entregado
2025-01-15,2025,GUI-8833,Industrias del Pacifico,Piura,Ica,Maquinaria industrial,4469.05,743,TransPeru Cargo,3381.13,2,Entregado
2025-01-15,2025,GUI-8834,Textiles Peruanos SAC,Arequipa,Trujillo,Electrodomesticos,1706.49,633,Kargia Flota Norte,2235.53,3,En transito
2025-01-15,2025,GUI-8835,Textiles Peruanos SAC,Arequipa,Lima,Perecibles,1112.6,978,Kargia Flota Norte,2395.53,3,Entregado
2025-01-15,2025,GUI-8836,Distribuidora Central,Ica,Arequipa,Carga general,3813.34,859,Transportes Andina SAC,3713.76,1,Entregado
2025-01-15,2025,GUI-8837,Comercial Andina SAC,Huancayo,Piura,Carga general,1645.61,739,Transportes Andina SAC,1854.51,3,Entregado
2025-01-16,2025,GUI-8838,Textiles Peruanos SAC,Arequipa,Ica,Refrigerado,3632.75,852,Logistica Rapida SAC,2158.36,1,Entregado
2025-01-16,2025,GUI-8839,Agroexportadora del Valle,Ica,Iquitos,Electrodomesticos,599.21,803,Envios del Sur EIRL,1951.44,2,Entregado
2025-01-16,2025,GUI-8840,Agroexportadora del Valle,Piura,Iquitos,Materiales de construccion,2154.69,418,Logistica Rapida SAC,1975.09,1,Entregado
2025-01-16,2025,GUI-8841,Agroexportadora del Valle,Piura,Ica,Carga general,4292,771,Logistica Rapida SAC,3915.19,3,En transito
2025-01-16,2025,GUI-8842,Constructora Norte,Piura,Tacna,Documentos y paqueteria,3919.3,641,Envios del Sur EIRL,2692.26,1,Entregado
2025-01-16,2025,GUI-8843,Grupo Industrial Lima,Huancayo,Cusco,Perecibles,1756.96,869,Rutas Continentales SAC,2543.42,1,Entregado
2025-01-16,2025,GUI-8844,Farmaceutica Nacional,Chiclayo,Ica,Documentos y paqueteria,4261.56,572,Envios del Sur EIRL,2814.44,2,Entregado
2025-01-16,2025,GUI-8845,Minera Altiplano,Trujillo,Tacna,Maquinaria industrial,1665.07,944,Logistica Rapida SAC,1589.63,4,Retrasado
2025-01-17,2025,GUI-8846,Minera Altiplano,Trujillo,Tacna,Perecibles,3507.77,935,Logistica Rapida SAC,3362.78,3,Entregado
2025-01-17,2025,GUI-8847,Farmaceutica Nacional,Chiclayo,Iquitos,Electrodomesticos,3426.89,490,Logistica Rapida SAC,2851.33,2,Entregado
2025-01-17,2025,GUI-8848,Industrias del Pacifico,Lima,Cusco,Maquinaria industrial,4626.63,1115,Envios del Sur EIRL,5462.37,8,Retrasado
2025-01-17,2025,GUI-8849,Distribuidora Central,Arequipa,Cusco,Refrigerado,4564.19,419,Transportes Andina SAC,2843.95,1,Entregado
2025-01-17,2025,GUI-8850,Farmaceutica Nacional,Cusco,Trujillo,Electrodomesticos,2427.11,733,Envios del Sur EIRL,3132.99,2,Entregado
2025-01-17,2025,GUI-8851,Constructora Norte,Arequipa,Iquitos,Carga general,4621.85,362,Transportes Andina SAC,3796.62,1,Entregado
2025-01-17,2025,GUI-8852,Distribuidora Central,Chiclayo,Tacna,Materiales de construccion,3957.28,786,Transportes Andina SAC,2331.8,3,En transito
2025-01-17,2025,GUI-8853,Farmaceutica Nacional,Ica,Tacna,Documentos y paqueteria,2374.4,1100,TransPeru Cargo,2781.52,2,Entregado
2025-01-17,2025,GUI-8854,Grupo Industrial Lima,Ica,Tacna,Electrodomesticos,606.41,1135,Transportes Andina SAC,1697.35,4,Entregado
2025-01-17,2025,GUI-8855,Constructora Norte,Ica,Arequipa,Carga general,762.72,851,Envios del Sur EIRL,1410.95,2,Entregado
2025-01-17,2025,GUI-8856,Farmaceutica Nacional,Chiclayo,Ica,Perecibles,2764.89,520,Kargia Flota Norte,2216.86,1,Entregado
2025-01-17,2025,GUI-8857,Farmaceutica Nacional,Arequipa,Iquitos,Materiales de construccion,4056.63,402,Rutas Continentales SAC,2755.44,1,En transito
2025-01-18,2025,GUI-8858,Farmaceutica Nacional,Trujillo,Tacna,Textiles,3835.4,869,Envios del Sur EIRL,4317.51,1,Entregado
2025-01-18,2025,GUI-8859,Industrias del Pacifico,Cusco,Ica,Textiles,691.6,854,Transportes Andina SAC,1491.32,1,Entregado
2025-01-18,2025,GUI-8860,Textiles Peruanos SAC,Huancayo,Trujillo,Documentos y paqueteria,3364.97,384,Envios del Sur EIRL,2938.9,2,Entregado
2025-01-18,2025,GUI-8861,Constructora Norte,Cusco,Ica,Documentos y paqueteria,1239.16,937,Kargia Flota Norte,2631.94,3,Entregado
2025-01-18,2025,GUI-8862,Textiles Peruanos SAC,Piura,Ica,Documentos y paqueteria,1814.92,761,Kargia Flota Norte,2307.27,1,Entregado
2025-01-19,2025,GUI-8863,Constructora Norte,Iquitos,Trujillo,Carga general,1332.89,714,Rutas Continentales SAC,2184.07,2,Entregado
2025-01-19,2025,GUI-8864,Agroexportadora del Valle,Arequipa,Piura,Documentos y paqueteria,919.21,322,TransPeru Cargo,1224.71,1,Entregado
2025-01-19,2025,GUI-8865,Textiles Peruanos SAC,Trujillo,Lima,Perecibles,1868.45,543,Rutas Continentales SAC,1221.72,1,Entregado
2025-01-19,2025,GUI-8866,Constructora Norte,Arequipa,Huancayo,Materiales de construccion,3832.31,806,Logistica Rapida SAC,4163.44,3,Entregado
2025-01-19,2025,GUI-8867,Distribuidora Central,Huancayo,Piura,Carga general,2484.94,804,Transportes Andina SAC,2399.1,2,Entregado
2025-01-20,2025,GUI-8868,Minera Altiplano,Arequipa,Lima,Textiles,1103.65,1053,Kargia Flota Norte,2445.06,2,En transito
2025-01-20,2025,GUI-8869,Agroexportadora del Valle,Trujillo,Huancayo,Electrodomesticos,378.07,357,Rutas Continentales SAC,725.37,1,Entregado
2025-01-20,2025,GUI-8870,Distribuidora Central,Huancayo,Chiclayo,Maquinaria industrial,1550.63,608,Kargia Flota Norte,1866.04,1,Entregado
2025-01-20,2025,GUI-8871,Industrias del Pacifico,Ica,Trujillo,Carga general,3972.79,377,Kargia Flota Norte,2396.65,1,Entregado
2025-01-20,2025,GUI-8872,Distribuidora Central,Arequipa,Huancayo,Textiles,3398.96,848,Transportes Andina SAC,3524.22,2,En transito
2025-01-20,2025,GUI-8873,Grupo Industrial Lima,Piura,Arequipa,Carga general,1755.24,343,Rutas Continentales SAC,1598.58,1,Entregado
2025-01-20,2025,GUI-8874,Farmaceutica Nacional,Arequipa,Chiclayo,Electrodomesticos,1002.06,482,Envios del Sur EIRL,1523.32,1,En transito
2025-01-20,2025,GUI-8875,Corporacion Metalica Peru,Tacna,Lima,Maquinaria industrial,1540.66,1304,Kargia Flota Norte,2463.88,2,Entregado
2025-01-20,2025,GUI-8876,Industrias del Pacifico,Iquitos,Arequipa,Refrigerado,2715.61,330,TransPeru Cargo,1458.45,1,Entregado
2025-01-20,2025,GUI-8877,Comercial Andina SAC,Ica,Trujillo,Documentos y paqueteria,2365.68,335,TransPeru Cargo,1633.52,1,Entregado
2025-01-20,2025,GUI-8878,Farmaceutica Nacional,Ica,Piura,Carga general,4720.49,773,Transportes Andina SAC,3093.05,1,Entregado
2025-01-20,2025,GUI-8879,Minera Altiplano,Chiclayo,Lima,Textiles,3655.64,762,TransPeru Cargo,3515.76,2,Entregado
2025-01-21,2025,GUI-8880,Industrias del Pacifico,Lima,Trujillo,Carga general,1053.96,555,Kargia Flota Norte,1282.98,1,Entregado
2025-01-21,2025,GUI-8881,Comercial Andina SAC,Tacna,Lima,Electrodomesticos,4785.51,1321,Rutas Continentales SAC,3242.14,2,Entregado
2025-01-21,2025,GUI-8882,Industrias del Pacifico,Iquitos,Ica,Materiales de construccion,4737.67,850,Transportes Andina SAC,3583.1,3,Entregado
2025-01-21,2025,GUI-8883,Constructora Norte,Ica,Trujillo,Electrodomesticos,3212.74,392,Kargia Flota Norte,3478.68,1,Entregado
